step,close,price_return,action_delta,raw_target,risk_cap,shielded_target,target_position,prev_position,position,executed_trade,locked_position,sellable_position,limit_up,limit_down,pnl,cost,equity,max_equity,drawdown,dd_increase,reward
66,8.58,0.02264600715137062,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
67,8.2,-0.04428904428904438,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,1.0,1.0,0.0,0.0,0.0
68,8.43,0.028048780487804934,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
69,9.47,0.12336892052194555,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
70,9.01,-0.04857444561774032,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,1.0,1.0,0.0,0.0,0.0
71,9.01,0.0,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
72,8.82,-0.021087680355160877,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,1.0,1.0,0.0,0.0,0.0
73,8.91,0.010204081632653045,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
74,8.89,-0.00224466891133553,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,1.0,1.0,0.0,0.0,0.0
75,8.92,0.003374578177727712,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
